2752,4896,1386,2403,0,200,0,1386,1757,3199,391,1385,343,686,646,204.37689914923718,-0.0081884418994452
2752,4896,1380,2405,0,200,0,1380,1747,3202,376,1379,357,702,658,206.81116596120836,-0.009730378887027527
2752,4896,1383,2396,0,200,0,1383,1750,3192,389,1382,343,687,646,206.42843366494412,-0.009986064108022238
2752,4896,1386,2403,0,200,0,1386,1744,3198,413,1385,357,700,659,207.29146648062192,-0.010392360252613607
2752,4896,1378,2406,0,200,0,1378,1761,3202,422,1377,344,687,645,208.34537439304995,-0.011082946526015158
2752,4896,1380,2408,0,200,0,1380,1748,3204,485,1379,358,701,660,208.77779378950163,-0.01093561949930449
2752,4896,1365,2407,0,200,0,1365,1745,3199,357,1364,360,706,662,207.72876715554858,-0.011025902054544559
2752,4896,1366,2407,0,200,0,1366,1744,3200,356,1365,361,706,663,208.19611666114074,-0.011493276295367285
2752,4896,1381,2407,0,200,0,1381,1755,3201,386,1380,350,698,652,208.73021134420298,-0.010857938993898308
2752,4896,1380,2407,0,200,0,1380,1757,3201,418,1379,348,692,650,208.8649744591744,-0.012178071822988187
2752,4896,1380,2407,0,200,0,1380,1756,3200,486,1379,352,692,651,208.85803249419862,-0.011886069031190894
2752,4896,1382,2407,0,200,0,1382,1742,3199,384,1381,369,709,665,209.98721066899944,-0.013207720090661972
2752,4896,1380,2406,0,200,0,1380,1742,3200,418,1379,372,709,664,210.09243380569148,-0.0122846512459629
2752,4896,1381,2407,0,200,0,1381,1755,3200,373,1380,360,697,652,210.17470864392496,-0.013318581173141235
2752,4896,1382,2406,0,200,0,1382,1741,3201,345,1381,379,712,665,210.59805536716593,-0.012220417133489989
2752,4896,1382,2408,0,200,0,1382,1751,3201,356,1381,373,701,657,210.097441176345,-0.013209017980819429
2752,4896,1381,2407,0,200,0,1381,1741,3200,368,1380,387,711,666,210.42320532145644,-0.012676078354884032
2752,4896,1381,2407,0,200,0,1381,1742,3199,382,1380,392,710,665,210.87651282709095,-0.013070312719120947
2752,4896,1382,2407,0,200,0,1382,1742,3198,382,1381,394,710,665,211.04824057015557,-0.013080008661756331
2752,4896,1381,2407,0,200,0,1381,1742,3199,562,1380,398,706,665,211.76638432845735,-0.013339864450898523
2752,4896,1382,2407,0,200,0,1382,1755,3198,694,1381,389,689,652,211.90019495497344,-0.013438433301742474
2752,4896,1382,2407,0,200,0,1382,1741,3199,428,1381,405,710,666,211.89490625472553,-0.013629022615618927
2752,4896,1381,2408,0,200,0,1381,1754,3198,361,1380,397,700,654,211.12222218970024,-0.013414656661521192
2752,4896,1383,2409,0,200,0,1383,1754,3197,316,1382,398,701,655,210.27760468554737,-0.014052174849800531
2752,4896,1381,2407,0,200,0,1381,1755,3197,342,1380,401,699,652,211.91781052356964,-0.013120984739339857
2752,4896,1381,2409,0,200,0,1381,1742,3199,369,1380,416,712,667,211.05904845511145,-0.014518286443005625
2752,4896,1384,2409,0,200,0,1384,1741,3197,430,1383,420,712,668,210.3038897222491,-0.013607116509328223
2752,4896,1382,2408,0,200,0,1382,1754,3201,436,1381,410,699,654,211.55372358653923,-0.013680444093155277
2752,4896,1383,2408,0,200,0,1383,1741,3199,439,1382,425,712,667,212.0738404420986,-0.013880485649050292
2752,4896,1383,2408,0,200,0,1383,1754,3197,469,1382,416,699,654,212.83383808253367,-0.014325336692512455
2752,4896,1382,2408,0,200,0,1382,1741,3192,361,1381,431,716,667,212.55589869001165,-0.014204164429931863
2752,4896,1382,2408,0,200,0,1382,1755,3195,407,1381,418,698,653,212.3827803333004,-0.013060752078863893
2752,4896,1382,2408,0,200,0,1382,1754,3196,419,1381,422,699,654,212.59884169768847,-0.013739253437410002
2752,4896,1382,2408,0,200,0,1382,1741,3197,378,1381,438,714,667,212.75223323419178,-0.013708376807038508
2752,4896,1381,2408,0,200,0,1381,1739,3198,412,1380,439,716,669,213.60275472902387,-0.015012475339445263
2752,4896,1382,2407,0,200,0,1382,1751,3199,339,1381,428,706,656,214.004615027875,-0.01443838306745741
2752,4896,1382,2408,0,200,0,1382,1751,3199,379,1381,430,704,657,212.8083750195114,-0.01448489694797073
2752,4896,1382,2408,0,200,0,1382,1752,3199,411,1381,429,702,656,213.1915952204601,-0.01465920568172608
2752,4896,1383,2409,0,200,0,1383,1737,3200,439,1382,447,716,672,211.90639900440098,-0.014435131486675957
2752,4896,1382,2408,0,200,0,1382,1749,3199,414,1381,438,706,659,213.5608745201204,-0.015085157509125879
2752,4896,1383,2409,0,200,0,1383,1751,3199,373,1382,437,705,658,212.53550186598022,-0.015266719344609811
2752,4896,1382,2409,0,200,0,1382,1735,3200,422,1381,454,719,674,212.84577561909344,-0.015414110897946923
2752,4896,1383,2409,0,200,0,1383,1711,3198,384,1382,479,744,698,212.14679241122823,-0.013947027657558975
2752,4896,1382,2409,0,200,0,1382,1709,3199,418,1381,483,744,700,213.0193060182287,-0.015113810560068112
2752,4896,1382,2409,0,200,0,1382,1708,3198,358,1381,484,749,701,213.06815754972124,-0.015244382481125498
2752,4896,1382,2408,0,200,0,1382,1709,3199,354,1381,485,748,699,213.48195531602556,-0.01409358547196754
2752,4896,1383,2408,0,200,0,1383,1709,3199,416,1382,487,745,699,214.17109511858015,-0.015257462550699175
2752,4896,1382,2409,0,200,0,1382,1709,3197,335,1381,488,749,700,213.5346815806659,-0.015308837406918003
2752,4896,1383,2409,0,200,0,1383,1708,3199,418,1382,489,746,701,213.3892787497111,-0.01517598227898834
2752,4896,1381,2408,0,200,0,1381,1708,3198,578,1380,490,742,700,214.6841647138499,-0.015489633110643185
2752,4896,1382,2410,0,200,0,1382,1709,3197,555,1381,490,742,701,213.1536864543671,-0.016234106348368683
2752,4896,1383,2408,0,200,0,1383,1709,3197,339,1382,491,748,699,215.0596036808458,-0.015416021955937241
