timestamp,angle_raw_2,angle_interp_2,angle_sg_2,angle_raw_1,angle_interp_1,angle_sg_1,pos_raw_2,pos_interp_2,pos_sg_2,pos_raw_1,pos_interp_1,pos_sg_1
195,-100.0,-100.0,-100.0,33.5837947990334,33.5837947990334,34.36835388456851,-100.0,-100.0,-100.0,336.2142857142857,336.2142857142857,330.23143503555445
196,-100.0,-100.0,-100.0,34.109185018320986,34.109185018320986,33.274391030601166,-100.0,-100.0,-100.0,330.2,330.2,325.64054298642714
197,-100.0,-100.0,-100.0,38.579102715703385,38.579102715703385,32.267599426100325,-100.0,-100.0,-100.0,320.1,320.1,320.2685391079526
198,-100.0,-100.0,-100.0,33.28769892666758,33.28769892666758,31.020515131517943,-100.0,-100.0,-100.0,310.9,310.9,314.0189463477716
199,-100.0,-100.0,-100.0,29.33874225561851,29.33874225561851,29.268759272955524,-100.0,-100.0,-100.0,304.54999999999995,304.54999999999995,307.5048804137057
200,-100.0,-100.0,-100.0,23.616897934261914,23.616897934261914,27.642206955308033,-100.0,-100.0,-100.0,297.79999999999995,297.79999999999995,300.85090497737724
201,-100.0,-100.0,-100.0,23.38116222875966,23.38116222875966,26.435825685546355,-100.0,-100.0,-100.0,294.29999999999995,294.29999999999995,294.56090497737716
202,-100.0,-100.0,-100.0,24.110294506038763,24.110294506038763,25.753389202179854,-100.0,-100.0,-100.0,289.5,289.5,288.9975436328393
203,-100.0,-100.0,-100.0,27.23730272630654,27.23730272630654,25.213123260358355,-100.0,-100.0,-100.0,284.79999999999995,284.79999999999995,284.5880542986441
204,-100.0,-100.0,-100.0,24.38843842747191,24.38843842747191,25.136639331217232,-100.0,-100.0,-100.0,279.45000000000005,279.45000000000005,279.9838009049789
205,-100.0,-100.0,-100.0,24.618245853042524,24.618245853042524,26.24371035610663,-100.0,-100.0,-100.0,277.6,277.6,276.411945701359
206,-100.0,-100.0,-100.0,29.963818689325073,29.963818689325073,27.882206948210055,-100.0,-100.0,-100.0,272.79999999999995,272.79999999999995,272.2302714932142
207,-100.0,-100.0,-100.0,31.99023425521467,31.99023425521467,29.934140877481795,-100.0,-100.0,-100.0,269.75,269.75,268.8523076923092
208,-100.0,-100.0,-100.0,31.990722611836052,31.990722611836052,31.908855801482407,-100.0,-100.0,-100.0,265.15,265.15,264.8609954751146
209,-100.0,-100.0,-100.0,30.72579260391554,30.72579260391554,33.79776473439931,-100.0,-100.0,-100.0,260.1,260.1,261.70511312217343
210,-100.0,-100.0,-100.0,34.01946274877164,34.01946274877164,35.33920178224547,-100.0,-100.0,-100.0,253.89999999999998,253.89999999999998,258.46248868778423
211,-100.0,-100.0,-100.0,36.89867916687442,36.89867916687442,37.56650051351207,-100.0,-100.0,-100.0,259.6,259.6,255.07416289592902
212,-100.0,-100.0,-100.0,40.234487383379076,40.234487383379076,38.2867655013572,-100.0,-100.0,-100.0,248.64999999999998,248.64999999999998,251.35742081448103
213,-100.0,-100.0,-100.0,40.95486459828129,40.95486459828129,37.83107486176236,-100.0,-100.0,-100.0,251.64999999999998,251.64999999999998,247.45601809954888
214,-100.0,-100.0,-100.0,40.601815575700364,40.601815575700364,38.01034804162338,-100.0,-100.0,-100.0,241.85000000000002,241.85000000000002,243.52565610859864
215,-100.0,-100.0,-100.0,38.14161639511277,38.14161639511277,37.87509966422831,-100.0,-100.0,-100.0,243.85000000000002,243.85000000000002,239.27515837104204
216,-100.0,-100.0,-100.0,36.83478632086211,36.83478632086211,37.580155147623024,-100.0,-100.0,-100.0,234.04999999999995,234.04999999999995,234.96221719457145
217,-100.0,-100.0,-100.0,37.919455475056736,37.919455475056736,36.9960140979665,-100.0,-100.0,-100.0,229.70000000000005,229.70000000000005,230.58375565610987
218,-100.0,-100.0,-100.0,29.042392882647057,29.042392882647057,36.510941794461964,-100.0,-100.0,-100.0,225.25,225.25,226.0588687782818
219,-100.0,-100.0,-100.0,33.749124800026635,33.749124800026635,35.66769182883913,-100.0,-100.0,-100.0,220.95000000000005,220.95000000000005,221.97452488687907
220,-100.0,-100.0,-100.0,40.39083958073698,40.39083958073698,35.76558157633271,-100.0,-100.0,-100.0,219.70000000000005,219.70000000000005,218.34678733031797
221,-100.0,-100.0,-100.0,35.997738300077685,35.997738300077685,36.398081035081326,-100.0,-100.0,-100.0,214.89999999999998,214.89999999999998,216.6923076923089
222,-100.0,-100.0,-100.0,38.68728380737705,38.68728380737705,37.18504288416428,-100.0,-100.0,-100.0,215.85000000000002,215.85000000000002,215.6527149321279
223,-100.0,-100.0,-100.0,38.885516942994826,38.885516942994826,38.390399055516845,-100.0,-100.0,-100.0,215.0,215.0,216.18488687782926
224,-100.0,-100.0,-100.0,37.74330256612244,37.74330256612244,38.99397384766073,-100.0,-100.0,-100.0,214.5,214.5,217.62285067873424
225,-100.0,-100.0,-100.0,36.828290258143895,36.828290258143895,40.13224789571093,-100.0,-100.0,-100.0,213.39999999999998,213.39999999999998,219.28153846153967
226,-100.0,-100.0,-100.0,43.50503338115896,43.50503338115896,39.793816353723216,-100.0,-100.0,-100.0,225.5,225.5,220.75054298642655
227,-100.0,-100.0,-100.0,41.01185687548348,41.01185687548348,39.75247001258784,-100.0,-100.0,-100.0,226.20000000000005,226.20000000000005,222.21583710407361
228,-100.0,-100.0,-100.0,39.85814693651018,39.85814693651018,40.35782618476928,-100.0,-100.0,-100.0,225.79999999999995,225.79999999999995,223.23556561086093
229,-100.0,-100.0,-100.0,41.708229274393915,41.708229274393915,40.56592628367572,-100.0,-100.0,-100.0,225.35000000000002,225.35000000000002,223.87601809954873
