2752,4896,700,3028,0,200,0,700,2237,3669,0,699,260,838,791,206.9214101718845,-0.006239796945568144
2752,4896,681,3040,0,200,0,681,2245,3681,120,680,265,841,795,205.76272985545663,-0.004776131202180055
2752,4896,686,3025,0,200,0,686,2227,3667,0,685,267,845,798,206.17190130481907,-0.0036339718281862784
2752,4896,686,3034,0,200,0,686,2236,3677,128,685,263,844,798,205.5086777414507,-0.00410015381610471
2752,4896,686,3034,0,200,0,686,2239,3679,0,685,257,841,795,205.02612032500352,-0.004384651233862503
2752,4896,685,3041,0,200,0,685,2239,3678,0,684,254,839,802,196.51189301728942,-0.0036666487310776253
2752,4896,687,3032,0,200,0,687,2238,3677,0,686,249,840,794,204.79388994227304,-0.004942784671808477
2752,4896,686,3031,0,200,0,686,2238,3676,0,685,244,838,793,203.31655864586065,-0.002649837606688946
2752,4896,686,3030,0,200,0,686,2234,3676,0,685,246,841,796,204.799577225653,-0.004083994594046367
2752,4896,687,3030,0,200,0,687,2231,3676,0,686,242,843,799,203.61308147119976,-0.00417912814143639
2752,4896,686,3030,0,200,0,686,2232,3675,0,685,240,842,798,201.84578277203508,-0.002579454547566031
2752,4896,686,3030,0,200,0,686,2229,3676,0,685,243,844,801,202.15115803475422,-0.0021166193542889074
2752,4896,686,3029,0,200,0,686,2233,3676,0,685,237,841,796,203.12974344353418,-0.002969433249621669
2752,4896,687,3029,0,200,0,687,2235,3675,0,686,234,840,794,202.6071610596773,-0.0032043463518545453
2752,4896,687,3038,0,200,0,687,2231,3676,104,686,239,842,807,194.15851643021114,-0.0032534913239709853
2752,4896,685,3028,0,200,0,685,2232,3675,0,684,237,840,796,203.38436527947033,-0.0030513045590596995
2752,4896,687,3028,0,200,0,687,2237,3675,74,686,233,834,791,202.55533891898193,-0.0023918570967148027
2752,4896,683,3028,0,200,0,683,2235,3675,0,682,235,837,793,203.55167490989007,-0.003597545180198199
2752,4896,686,3038,0,200,0,686,2234,3675,0,685,235,839,804,192.67736489580787,-0.002794310653357688
2752,4896,686,3029,0,200,0,686,2239,3675,0,685,232,833,790,202.89372388606446,-0.003598482795101765
2752,4896,684,3028,0,200,0,684,2231,3675,0,683,241,841,797,202.49677927709823,-0.0023976056844176156
2752,4896,684,3028,0,200,0,684,2232,3675,0,683,238,841,796,202.37775708874238,-0.0024937736283921035
2752,4896,683,3038,0,200,0,683,2237,3675,77,682,235,834,801,192.44010222428665,-0.0017053681958368718
2752,4896,683,3028,0,200,0,683,2232,3675,0,682,239,840,796,201.07757502835884,-0.001560933893558165
2752,4896,684,3027,0,200,0,684,2229,3675,0,683,243,843,798,202.08522978600658,-0.0009981131111213642
2752,4896,685,3028,0,200,0,685,2239,3675,0,684,232,833,789,202.03363858194098,-0.0023473325379202155
2752,4896,686,3028,0,200,0,686,2237,3675,141,685,235,835,791,201.85992388961117,-0.002413007314390651
2752,4896,687,3027,0,200,0,687,2234,3674,40,686,237,836,793,202.0826702729195,-0.0022817008647036388
2752,4896,687,3028,0,200,0,687,2230,3675,0,686,242,839,798,201.3035633522694,-0.0017485547355026955
2752,4896,688,3027,0,200,0,688,2235,3675,0,687,236,837,792,202.6312219160211,-0.002074365228050477
2752,4896,688,3027,0,200,0,688,2232,3675,0,687,239,838,795,202.05406198287486,-0.0015584830922361007
2752,4896,687,3027,0,200,0,687,2230,3674,118,686,241,839,797,202.15576771322236,-0.002816982352794519
2752,4896,685,3027,0,200,0,685,2229,3674,0,684,242,841,798,201.32410113326821,-0.0020877931885898175
