numidx,peaks_0,peaks_1,peaks_2,peaks_3,peaks_4,tapes_0,tapes_1,tapes_2,tapes_3,tapes_4,coef0_0,coef0_1,coef0_2,coef0_3,coef0_4,coef1_0,coef1_1,coef1_2,coef1_3,coef1_4
562,585,1291,2066,2927,3765,887,973,974,1169,1372,223.922,206.876,186.498,177.512,187.488,-0.0153882,-0.0065331,0.00072913,0.0127546,0.0119191
563,585,1292,2066,2917,3762,887,974,976,1172,1373,226.12,204.413,187.572,185.699,188.842,-0.0147217,-0.00348474,0.000297142,0.0148968,0.0118658
564,587,1289,2067,2917,3763,888,975,976,1206,1372,224.257,204.423,186.456,185.761,187.221,-0.0149225,-0.000575775,0.000355591,0.014477,0.0128844
565,589,1280,2066,2926,3762,888,976,977,1169,1372,222.726,211.381,187.307,179.3,188.253,-0.0151699,0.00208469,0.000396099,0.0120009,0.0128367
566,589,1296,2065,2915,3763,888,976,977,1183,1373,222.596,200.786,188.141,187.651,187.9,-0.0156588,-0.00388716,0.000585381,0.0145087,0.0120309
567,585,1297,2069,2916,3771,889,975,976,1170,1372,225.849,199.957,184.966,186.077,182.583,-0.0145817,-0.00349685,-1.44563e-06,0.015722,0.00914087
568,585,1296,2066,2925,3757,888,976,977,1170,1374,225.815,198.788,186.886,179.645,191.104,-0.0146508,-0.00120261,0.00107589,0.0127163,0.0135856
569,584,1296,2065,2917,3761,888,976,976,1171,1372,226.663,199.986,187.922,185.456,188.735,-0.0143518,-0.00263384,0.00120284,0.0149565,0.0126189
570,586,1289,2073,2916,3773,887,976,974,1172,1372,224.845,204.767,182.271,185.902,180.138,-0.0144474,-0.000543778,5.13521e-05,0.0154721,0.00953824
571,599,1302,2065,2917,3764,889,974,976,1172,1372,214.616,197.069,187.987,185.426,187.805,-0.0175671,-0.0051073,0.000678215,0.015004,0.0106867
572,584,1284,2068,2917,3759,888,975,977,1172,1372,229.082,209.97,187.201,185.448,188.994,-0.0128097,0.00221613,1.70385e-06,0.0144048,0.0126509
573,584,1282,2068,2925,3761,888,977,975,1169,1372,227.712,205.594,186.694,180.015,187.965,-0.0137645,0.00730498,4.08787e-05,0.0110774,0.0129681
574,581,1296,2063,2918,3759,886,974,975,1194,1373,228.572,200.465,189.67,184.846,189.461,-0.0136494,-0.00301197,0.00146857,0.0145702,0.0141508
575,586,1296,2067,2915,3761,888,975,976,1182,1373,227.584,195.566,188.037,187.44,187.483,-0.0132863,0.00425725,0.000280648,0.0140002,0.0124806
576,586,1297,2062,2925,3763,886,975,976,1169,1373,224.873,199.022,190.491,179.034,187.169,-0.0148357,-0.00257572,0.00135666,0.012993,0.0129712
577,601,1289,2069,2919,3758,890,975,976,1171,1373,217.949,209.724,187.836,183.757,188.813,-0.0158111,-0.000922969,-0.000412418,0.0138443,0.0124881
578,585,1296,2066,2929,3765,887,975,976,1170,1372,226.243,193.211,187.924,177.037,186.73,-0.0146778,0.00419494,0.000320784,0.0110652,0.0107467
579,582,1302,2069,2913,3755,889,976,977,1174,1373,231.696,199.403,187.327,188.779,189.995,-0.0103304,-0.00327893,0.00039989,0.014558,0.0136297
580,579,1297,2066,2917,3760,888,975,976,1171,1372,230.086,200.695,187.526,185.159,189.074,-0.0128223,-0.00411856,0.000430995,0.0150734,0.0130154
581,584,1293,2066,2926,3761,887,972,975,1168,1372,226.635,201.467,187.054,178.659,188.966,-0.014497,-0.0016754,0.000204071,0.0126358,0.0124128
582,590,1301,2068,2916,3761,889,977,976,1170,1372,226.782,201.525,186.815,186.221,187.061,-0.0137269,-0.0046987,0.000595784,0.0145262,0.0111811
583,596,1300,2069,2917,3759,889,977,976,1171,1373,222.206,201.422,186.703,185.203,187.485,-0.0147162,-0.00352252,0.000148636,0.0145511,0.012399
584,594,1290,2065,2918,3773,888,973,977,1170,1372,217.93,200.869,187.758,184.949,180.858,-0.0154733,0.00216062,0.000486282,0.0143287,0.00868858
585,587,1293,2065,2918,3764,888,975,977,1172,1373,224.451,185.906,187.607,184.403,186.5,-0.0147745,0.0136719,0.000741025,0.0152258,0.0125102
586,586,1296,2063,2915,3762,887,976,976,1227,1373,225.081,198.379,189.227,187.355,188.13,-0.0149404,-0.00133575,0.000931062,0.0148574,0.0126199
587,590,1299,2067,2929,3763,889,976,977,1172,1373,225.197,197.303,187.425,177.015,186.727,-0.0147091,-7.69545e-05,0.000255165,0.0109824,0.0108156
588,585,1291,2065,2915,3763,888,974,976,1238,1372,225.779,201.015,187.735,187.55,187.581,-0.0144531,0.000878646,0.000687581,0.0145654,0.0118953
589,590,1294,2065,2918,3762,888,975,977,1170,1372,222.014,197.856,187.743,184.822,188.661,-0.0152062,0.0011461,0.000661386,0.014899,0.0118871
590,592,1296,2065,2916,3761,888,975,977,1218,1373,220.227,201.7,187.603,186.812,189.158,-0.0155935,-0.00409816,0.000747592,0.0142391,0.0123789
591,586,1281,2067,2917,3761,887,974,975,1171,1372,225.286,205.859,186.559,185.643,188.122,-0.0146297,0.00676154,0.000222267,0.015002,0.0138116
592,588,1281,2064,2921,3758,887,976,976,1170,1373,223.694,202.839,188.364,182.415,189.72,-0.0150645,0.00951123,0.00113778,0.0136123,0.0143447
593,585,1289,2065,2918,3758,888,976,975,1171,1373,226.238,194.71,187.428,184.75,190.013,-0.0150115,0.0088481,0.000988667,0.0148126,0.0143149
594,585,1296,2066,2924,3759,887,975,976,1169,1373,226.367,200.181,187.248,180.769,190.125,-0.0148855,-0.00273633,0.000140668,0.0121804,0.0132116
595,582,1290,2067,2926,3762,888,976,976,1170,1373,228.21,202.735,186.516,178.876,188.956,-0.0138357,0.00068664,6.40607e-05,0.0123397,0.0117829
596,581,1296,2067,2919,3765,887,975,975,1168,1372,228.944,194.435,186.336,184.044,186.974,-0.0137009,0.00325228,-2.35962e-06,0.0145893,0.010585
597,568,1281,2070,2915,3761,888,976,974,1202,1372,235.497,211.545,184.186,187.638,188.876,-0.00675711,0.00118681,2.45438e-05,0.0143013,0.0125327
598,590,1294,2070,2917,3765,886,973,972,1170,1371,220.207,196.642,183.598,186.592,187.304,-0.0160735,0.00134463,-6.23616e-05,0.0137864,0.0114971
599,595,1291,2065,2926,3764,888,974,976,1169,1373,215.415,195.876,187.25,179.469,188.689,-0.0171052,0.00439079,0.000292386,0.0120065,0.011537
600,598,1297,2065,2918,3760,888,976,976,1170,1373,215.521,193.897,187.692,184.491,189.305,-0.0171604,0.00260789,0.000541074,0.0150733,0.0133263
601,582,1296,2065,2917,3762,887,976,976,1187,1373,227.63,200.129,187.676,185.745,188.125,-0.0139779,-0.0032419,0.000764101,0.0145342,0.0124035
602,601,1298,2065,2926,3763,890,977,978,1170,1373,216.078,196.277,188.371,178.387,186.888,-0.0165611,0.00104571,0.00127208,0.0129636,0.011059
603,583,1294,2067,2917,3758,886,975,976,1172,1373,227.182,193.1,186.557,185.905,190.586,-0.0144812,0.00582047,2.71922e-05,0.0143028,0.0134984
604,587,1296,2063,2918,3763,888,974,977,1173,1371,224.508,201.387,189.149,184.722,188.209,-0.0153747,-0.00388613,0.000956782,0.0148225,0.0109059
605,587,1296,2066,2926,3763,888,975,975,1171,1373,224.08,201.257,187.03,178.939,188.201,-0.0148555,-0.00385123,0.000265144,0.01253,0.0113658
606,595,1289,2065,2926,3759,889,974,975,1169,1373,218.282,206.153,187.644,178.702,189.932,-0.016597,-0.00237658,0.000823369,0.0123287,0.0133325
607,585,1293,2063,2927,3771,887,975,976,1170,1373,225.846,196.707,189.025,178.208,182.217,-0.0146923,0.00352466,0.00151747,0.0121231,0.00910007
608,602,1295,2069,2915,3759,890,977,977,1186,1373,217.562,202.479,186.694,187.648,188.671,-0.0162911,0.000730332,5.64737e-05,0.0138662,0.0121276
609,583,1296,2066,2916,3762,888,974,975,1187,1372,227.295,201.643,187.047,186.632,188.587,-0.0142087,-0.00434925,0.000386928,0.0146654,0.011652
610,584,1295,2066,2926,3761,888,976,977,1169,1372,226.501,196.165,187.121,179.695,188.987,-0.0146082,0.00173033,0.000280155,0.0105705,0.0124097
611,595,1294,2068,2916,3763,889,975,975,1184,1372,217.462,201.231,185.609,186.888,187.885,-0.016587,-0.00277898,0.000522685,0.0148731,0.0115126
612,589,1296,2061,2922,3762,888,975,975,1170,1372,222.942,200.391,190.419,182.521,189.147,-0.0155182,-0.00307764,0.00177598,0.0123985,0.0113069
613,581,1296,2065,2918,3764,888,976,976,1170,1373,228.736,201.324,187.912,184.691,187.156,-0.0137493,-0.00437604,0.000427071,0.0148622,0.0113539
614,581,1302,2066,2917,3761,888,977,977,1173,1373,228.861,197.133,187.004,186.18,189.239,-0.0136688,-0.00536587,0.000266652,0.0142103,0.0123047
615,586,1299,2066,2918,3763,888,977,976,1171,1373,225.447,198.689,187.279,185.467,187.348,-0.0152057,-0.00428222,0.000477992,0.0142498,0.0121217
616,583,1297,2066,2916,3757,887,975,976,1196,1373,227.415,199.37,187.203,186.733,190.768,-0.0138031,-0.00268385,0.00016235,0.0144472,0.0139523
617,580,1295,2065,2918,3760,887,976,976,1173,1373,227.794,199.671,187.418,185.06,190.124,-0.0147057,-0.00314075,0.000330189,0.0148537,0.0136752
618,584,1295,2064,2918,3764,887,974,976,1169,1372,226.994,190.088,188.525,185.158,187.198,-0.0148488,0.00819104,0.000816521,0.0142816,0.0112053
619,585,1296,2064,2917,3762,887,975,976,1172,1372,226.174,194.398,188.505,185.756,188.608,-0.015088,0.0025346,0.000826376,0.01486,0.0115891
620,587,1296,2066,2917,3761,888,976,977,1170,1373,224.439,201.061,187.185,186.084,189.103,-0.0149703,-0.00350908,0.000532841,0.0151118,0.0129275
621,597,1291,2066,2925,3755,889,975,978,1169,1373,219.227,200.647,187.969,180.31,190.564,-0.0160494,0.0041094,0.000465163,0.0108442,0.0143299
622,595,1289,2062,2915,3761,888,975,976,1221,1373,217.899,199.437,189.789,187.37,188.587,-0.0168593,0.00443633,0.00128268,0.0148208,0.0131699
623,583,1281,2065,2926,3758,888,976,977,1169,1373,227.59,211.676,187.509,179.301,190.482,-0.0151899,0.000188184,0.00077579,0.0119223,0.013703
624,587,1297,2066,2923,3766,888,976,977,1169,1373,224.669,200.575,187.278,181.086,185.745,-0.0154616,-0.00378624,0.000191249,0.0133304,0.0107973
625,601,1299,2066,2918,3763,890,977,978,1171,1372,216.306,200.496,187.858,184.564,186.36,-0.017227,-0.00370139,0.000883604,0.0142578,0.0111398
626,585,1297,2066,2916,3762,888,976,976,1185,1373,226.478,198.21,187.249,186.719,188.497,-0.0147271,-0.00142941,0.000507822,0.0144614,0.0118116
627,598,1297,2064,2925,3761,889,976,978,1169,1373,215.785,200.666,188.851,181.005,188.847,-0.0176231,-0.00385438,0.000750734,0.0105894,0.0127493
628,595,1300,2067,2915,3769,889,975,978,1208,1373,221.48,200.275,187.015,187.345,182.474,-0.0160086,-0.0043549,0.000731189,0.0142448,0.00896421
629,588,1300,2070,2915,3761,889,977,978,1173,1373,227.152,194.034,185.524,187.411,187.38,-0.0144612,0.00256958,-0.000370202,0.0146147,0.0126318
630,595,1283,2067,2920,3762,889,977,979,1170,1372,221.324,214.133,187.288,183.616,186.932,-0.0157371,-0.00148736,0.000263667,0.012898,0.0116794
631,587,1299,2065,2922,3763,888,977,977,1170,1373,227.543,198.917,188.329,182.553,186.423,-0.0139978,-0.0019931,0.00139686,0.0121253,0.0112393
632,598,1295,2067,2920,3760,889,975,977,1170,1372,218.62,196.002,187.218,183.333,188.008,-0.0162495,0.00416597,0.000219582,0.0136299,0.0128438
633,598,1286,2069,2927,3755,890,975,977,1170,1373,221.365,207.024,186.518,177.585,190.238,-0.0165126,0.0037619,-0.000154092,0.0119412,0.0129963
634,598,1290,2065,2924,3763,888,976,976,1169,1372,216.686,203.103,187.814,180.667,187.861,-0.017822,0.000578048,0.000654837,0.0121124,0.0114446
635,587,1298,2068,2918,3755,888,975,977,1170,1373,227.484,200.256,186.657,185.097,190.92,-0.0143256,-0.00209392,0.000210169,0.0139889,0.0138025
636,597,1299,2067,2918,3761,890,976,978,1170,1372,218.84,199.013,187.397,184.118,188.675,-0.015877,-0.00248927,-9.28094e-05,0.0152721,0.010558
637,584,1293,2068,2927,3755,888,975,976,1169,1374,228.92,196.772,186.482,178.41,191.192,-0.0127884,0.0051915,6.76728e-05,0.0111849,0.0134733
638,599,1298,2068,2915,3761,889,976,976,1188,1373,217.527,200.896,186.663,187.216,188.32,-0.0163466,-0.00294108,0.000222354,0.0148357,0.0111418
639,598,1296,2073,2917,3758,890,976,975,1171,1374,218.242,204.496,182.908,185.857,189.073,-0.0161356,-0.00521667,-4.1426e-05,0.0144906,0.0136647
640,587,1299,2066,2925,3760,888,976,976,1169,1373,227.132,200.262,188.123,181.006,188.544,-0.0136352,-0.00307142,0.000866299,0.0104917,0.0125233
641,600,1299,2068,2915,3758,890,975,977,1231,1373,216.981,198.554,186.562,187.758,189.506,-0.0168867,-0.00201271,4.83967e-05,0.0142011,0.0133963
642,579,1298,2065,2921,3763,889,974,977,1171,1373,231.75,197.729,188.502,183.648,186.727,-0.0107686,-0.000227285,0.000870043,0.0119225,0.0110655
643,590,1300,2068,2926,3757,889,977,978,1171,1373,226.66,201.511,187.125,179.232,190.361,-0.0142907,-0.00436362,-0.000153606,0.0104195,0.0116329
644,589,1301,2067,2916,3755,888,976,978,1231,1373,227.276,200.259,187.755,186.619,190.046,-0.0136872,-0.0041314,0.000644338,0.013908,0.0137145
645,588,1298,2067,2918,3760,889,975,977,1178,1372,226.11,203.265,187.19,185.219,188.614,-0.0140537,-0.00610453,0.000591838,0.0141776,0.0121666
646,590,1299,2067,2926,3759,889,975,975,1170,1373,224.679,199.476,187.251,179.683,189.153,-0.0146742,-0.0029578,0.000614935,0.0102892,0.0125257
647,592,1299,2067,2926,3760,890,977,977,1169,1373,222.891,198.742,187.111,179.999,188.714,-0.0148217,-0.00196075,0.000161364,0.0108888,0.011971
648,595,1300,2065,2915,3753,889,976,977,1179,1374,222.639,200.481,189.294,187.438,191.457,-0.0149406,-0.00386449,0.000765597,0.0142759,0.013855
649,601,1297,2072,2926,3763,890,976,975,1170,1372,216.317,194.735,184.029,178.838,187.53,-0.016806,0.00374741,-0.000780355,0.0125435,0.00996848
650,590,1300,2066,2915,3755,890,977,977,1174,1374,225.939,197.577,188.295,187.439,190.141,-0.0133538,-3.7952e-06,0.00115193,0.0143312,0.0136752
651,584,1299,2066,2917,3763,889,976,977,1171,1373,228.373,200.827,188.169,185.649,186.371,-0.0122399,-0.00433855,0.000581727,0.0146812,0.0113721
652,586,1299,2067,2926,3759,889,975,978,1170,1373,227.185,199.302,187.357,179.931,188.535,-0.0132537,-0.00265965,8.28066e-05,0.0104845,0.0133575
653,601,1304,2068,2924,3758,890,977,978,1171,1373,217.188,199.606,187.273,180.248,188.568,-0.0153791,-0.00589057,0.00032805,0.0126059,0.0129717
654,590,1285,2073,2915,3762,889,976,978,1180,1373,226.052,211.504,183.788,187.365,186.615,-0.0135325,0.000693742,-0.00123261,0.0146337,0.0104691
655,585,1296,2067,2915,3765,887,975,976,1242,1372,228.611,191.895,187.667,187.754,185.789,-0.0130673,0.00742994,0.000255357,0.0146293,0.0102118
656,584,1295,2066,2918,3762,887,976,976,1170,1372,227.182,195.026,187.316,185.726,188.206,-0.0146285,0.00303087,0.000170251,0.0138659,0.0123344
657,586,1299,2064,2923,3760,888,977,978,1170,1373,227.477,199.952,189.1,181.838,188.784,-0.013711,-0.00364469,0.00120363,0.0124629,0.0116153
658,601,1297,2068,2926,3753,889,976,977,1170,1374,216.639,193.321,186.37,179.147,192.022,-0.0173356,0.00509715,9.27963e-05,0.0116477,0.0142097
659,587,1304,2067,2918,3755,888,976,977,1172,1374,228.99,198.247,188.053,184.855,189.855,-0.0129317,-0.00425885,0.000519348,0.0138731,0.0139069
660,591,1301,2065,2916,3759,889,978,978,1177,1372,226.236,199.986,189.528,186.717,188.069,-0.0142268,-0.00383224,0.00094071,0.0143812,0.0118808
661,598,1298,2064,2925,3756,890,975,975,1170,1374,218.473,198.619,189.1,180.098,189.876,-0.0162003,-0.00114243,0.00139631,0.0114737,0.0137602
662,602,1284,2070,2917,3760,890,976,976,1170,1373,215.683,207.57,185.228,186.24,188.751,-0.0172849,0.00448932,-0.000265605,0.0141481,0.0118073
663,587,1298,2066,2918,3762,888,976,977,1173,1372,227.101,196.689,187.641,184.816,186.915,-0.0142422,0.000313433,0.000900854,0.0142286,0.0118385
664,585,1282,2066,2915,3763,888,975,975,1221,1372,226.018,207.082,187.134,187.557,187.499,-0.0143315,0.00374838,0.000177869,0.014747,0.0117444
665,588,1300,2066,2926,3755,888,977,977,1170,1374,226.248,198.684,187.803,179.197,190.689,-0.0146481,-0.00274363,0.000746764,0.0115486,0.0141892
666,601,1295,2067,2921,3759,890,976,976,1170,1372,215.684,187.753,187.012,182.734,188.639,-0.016848,0.0124541,0.000376268,0.0132158,0.0128826
667,587,1299,2069,2918,3762,887,975,976,1173,1373,227.16,201.19,185.746,185.225,187.922,-0.0142728,-0.00454019,-5.74262e-05,0.0138882,0.0108329
668,591,1295,2067,2915,3758,889,975,976,1172,1372,225.79,180.605,187.4,187.001,189.077,-0.014334,0.0207703,0.000914238,0.0148589,0.0117261
669,588,1299,2064,2915,3763,889,975,977,1172,1373,226.667,199.262,189.261,187.364,185.905,-0.0143556,-0.0028307,0.000916875,0.014376,0.0117138
670,601,1299,2066,2915,3760,889,975,977,1196,1373,216.369,199.19,187.456,187.497,188.964,-0.017055,-0.0026616,0.000706137,0.0142442,0.0118528
671,587,1286,2067,2917,3761,889,975,978,1171,1372,227.214,206.954,187.494,185.502,188.14,-0.0141912,0.00243967,-2.90345e-05,0.0144768,0.0112201
672,588,1284,2073,2917,3763,888,976,976,1170,1373,226.1,201.296,182.755,185.017,186.63,-0.0142906,0.00968508,-0.00105893,0.0147171,0.0108079
673,586,1295,2064,2917,3763,888,976,977,1170,1373,227.769,197.338,189.13,185.398,186.872,-0.0140262,0.0025091,0.00120231,0.0145055,0.0103042
674,592,1284,2066,2915,3765,888,978,975,1228,1372,223.087,210.041,187.81,187.259,185.215,-0.0150778,0.00120793,0.000691541,0.0144858,0.0102174
675,586,1299,2067,2925,3755,888,976,976,1170,1374,227.142,202.043,187.047,179.635,191.363,-0.0130719,-0.00538488,0.000526284,0.0122368,0.0134413
676,589,1299,2067,2917,3763,889,975,977,1172,1373,225.481,200.014,187.506,185.958,187.602,-0.0142924,-0.00328305,0.000429231,0.0142663,0.00986561
677,587,1298,2073,2925,3760,889,974,977,1170,1374,226.456,195.586,182.691,180.111,188.265,-0.0136288,0.00167462,-0.00103788,0.0116034,0.0124372
678,587,1299,2067,2921,3753,888,976,976,1170,1374,226.16,200.084,187.069,183.213,191.938,-0.0130596,-0.00298093,0.000294675,0.0122582,0.0142689
679,590,1301,2067,2916,3755,889,978,977,1172,1374,225.848,199.87,187.902,186.335,189.867,-0.0133427,-0.00344291,0.000535773,0.0144043,0.0136434
680,576,1296,2067,2916,3761,889,975,976,1173,1372,233.405,198.59,187.137,186.244,187.213,-0.0090054,0.000952432,0.000361144,0.0147245,0.0124796
681,590,1285,2067,2916,3761,889,977,978,1171,1373,224.683,210.232,187.293,186.434,187.641,-0.0147616,0.000130168,0.000340665,0.0141707,0.0116358
682,587,1299,2068,2914,3761,889,977,978,1227,1372,226.193,200.151,186.484,188.172,188.129,-0.0133759,-0.00338612,-0.000200467,0.0145783,0.0109828
683,590,1298,2067,2926,3761,889,977,976,1169,1373,224.707,199.518,187.399,179.12,187.758,-0.0143136,-0.00136513,4.41115e-05,0.011118,0.0115245
684,586,1298,2066,2920,3761,889,975,977,1170,1372,226.528,199.08,187.626,183.493,187.684,-0.0138973,-0.00233054,-4.74939e-07,0.0125967,0.0119923
685,593,1293,2066,2916,3762,889,975,976,1182,1372,222.528,198.13,187.718,186.253,187.505,-0.0153283,0.00407456,0.000413716,0.0143151,0.00991633
686,590,1298,2067,2916,3757,889,977,978,1174,1374,224.891,196.857,187.103,185.74,190.34,-0.0148418,0.000604973,0.000266834,0.0149544,0.0128041
687,593,1296,2066,2915,3763,889,975,977,1225,1373,222.456,191.224,188.051,187.505,186.254,-0.015361,0.00832562,0.000425153,0.0139053,0.0108852
688,589,1300,2068,2925,3759,888,977,977,1170,1372,227.294,192.548,186.947,179.85,188.371,-0.0140259,0.00460369,-0.00025314,0.0107941,0.0111011
689,597,1299,2068,2916,3758,890,977,977,1171,1373,219.639,200.884,186.524,186.181,189.377,-0.0161477,-0.00406815,0.00019334,0.0146641,0.0123717
690,589,1301,2068,2925,3758,889,976,976,1171,1373,227.247,200.901,187.172,180.004,188.413,-0.0136741,-0.00418404,0.000419889,0.010808,0.0122736
691,588,1297,2066,2916,3763,889,975,978,1170,1372,226.065,195.968,187.73,186.157,185.999,-0.0138844,0.00252265,0.000649894,0.0142857,0.0109471
692,578,1295,2073,2916,3761,889,977,976,1171,1373,232.428,194.74,183.105,186.363,187.727,-0.0099019,0.00548841,-0.0011013,0.0149717,0.0116812
693,587,1285,2067,2915,3763,889,976,977,1188,1373,227.173,208.254,187.027,187.569,186.572,-0.0135775,0.00239422,0.00077676,0.0142596,0.0105555
694,599,1300,2067,2925,3761,889,977,976,1170,1373,217.888,191.697,187.195,179.513,187.006,-0.01636,0.00417384,0.000393513,0.0119273,0.0118294
695,598,1299,2066,2926,3762,889,976,979,1170,1373,218.166,200.134,187.937,179.301,186.589,-0.0158708,-0.00327491,4.97376e-05,0.01055,0.0113049
696,589,1304,2067,2924,3759,888,977,976,1171,1373,225.604,197.807,187.392,180.368,188.397,-0.014461,-0.00586573,-4.34747e-05,0.0119945,0.012784
697,578,1296,2067,2925,3757,888,974,976,1169,1374,230.593,196.438,186.031,179.611,190.617,-0.0119671,0.000766702,0.000337505,0.0115395,0.0135596
698,599,1297,2069,2917,3761,889,975,977,1170,1373,217.707,198.845,185.883,185.366,187.948,-0.0162362,-0.000249407,-0.000550477,0.0143183,0.0107529
699,588,1298,2067,2925,3763,888,977,978,1170,1374,225.92,197.87,186.918,179.643,186.398,-0.0140271,-0.000316757,0.000405408,0.0114763,0.0110501
700,587,1297,2068,2916,3760,889,975,977,1172,1374,226.659,200.352,186.385,185.971,188.038,-0.0136357,-0.00177721,-6.68595e-05,0.0148058,0.0120183
701,574,1291,2064,2914,3760,889,976,978,1228,1373,234.815,200.7,189.128,187.892,188.263,-0.0085948,0.00374323,0.00103991,0.0145833,0.0120605
702,596,1298,2069,2915,3759,890,977,975,1183,1372,219.886,201.812,185.744,187.033,188.845,-0.0154804,-0.00422866,-0.000144257,0.0147533,0.0122495
703,588,1296,2067,2925,3753,889,975,976,1171,1374,226.388,194.294,187.122,180.346,191.749,-0.0139771,0.00557711,0.000491642,0.0108801,0.0142955
704,588,1296,2068,2913,3759,889,974,978,1246,1373,226.434,195.838,186.445,188.701,189.139,-0.014271,0.00373911,-6.3447e-05,0.0147005,0.0114531
705,588,1298,2065,2921,3761,888,976,976,1169,1373,226.405,196.589,188.402,182.743,188.015,-0.0142586,0.000633868,0.000951869,0.0124127,0.0107739
706,603,1297,2069,2926,3769,890,974,975,1171,1372,216.928,182.503,186.659,179.305,181.426,-0.0168454,0.017135,-0.00013867,0.01069,0.00802581
707,588,1298,2066,2924,3763,889,976,977,1171,1372,226.288,201.773,187.833,181.4,186.137,-0.0137613,-0.00399904,0.000611289,0.0103835,0.0106139
708,597,1298,2070,2922,3759,890,976,977,1172,1373,219.077,197.525,184.928,181.764,188.608,-0.015632,-0.00019095,-0.000459945,0.0122338,0.0122076
709,599,1291,2066,2913,3763,890,977,978,1191,1372,217.991,184.161,187.658,188.842,187.128,-0.0164636,0.020572,0.000854171,0.0139722,0.00921802
710,590,1299,2067,2926,3765,888,977,977,1169,1372,225.002,201.062,187.376,179.577,184.589,-0.0146462,-0.00397041,0.000239644,0.00976856,0.0105087
711,595,1300,2073,2914,3760,890,976,977,1230,1373,221.335,199.393,183.338,188.57,188.323,-0.0153445,-0.003404,-0.000720343,0.0130667,0.0116136
712,587,1291,2065,2925,3761,888,977,976,1170,1373,226.552,200.001,187.979,179.841,188.058,-0.0148831,0.00390607,0.000953013,0.0112932,0.0115283
713,600,1294,2066,2917,3759,889,975,976,1191,1373,219.802,212.432,188.161,185.9,188.143,-0.0161374,-0.00913124,0.00133028,0.0132859,0.0114662
714,589,1299,2068,2915,3762,889,977,975,1180,1372,226.571,200.336,186.741,187.317,187.466,-0.0147962,-0.0027649,0.000138138,0.014908,0.0109606
715,586,1292,2066,2915,3758,888,975,975,1181,1373,227.942,203.73,188.009,187.18,188.823,-0.0136361,-0.000433636,0.000605787,0.0146598,0.0135662
716,592,1297,2067,2917,3763,889,976,976,1172,1372,223.671,202.389,187.628,185.904,186.036,-0.0147813,-0.00354178,0.000406133,0.0144563,0.0110368
717,584,1296,2068,2926,3763,888,974,978,1170,1373,229.193,195.568,186.246,178.518,185.994,-0.0126956,0.00378904,0.000596708,0.0122683,0.0107217
718,593,1299,2067,2923,3760,889,977,977,1171,1373,224.815,192.797,187.448,180.832,187.61,-0.0148213,0.00553547,0.000757133,0.0130588,0.0107848
719,587,1299,2065,2914,3760,889,977,976,1229,1374,227.682,199.227,188.739,188.126,187.706,-0.013795,-0.00168212,0.000925003,0.0143272,0.0126409
720,587,1297,2067,2923,3761,889,975,976,1170,1373,227.728,201.185,187.597,181.945,188.054,-0.013962,-0.00235737,0.000469148,0.0116789,0.0109494
721,582,1291,2067,2924,3761,889,977,976,1170,1373,231.01,199.455,187.066,180.279,188.394,-0.0124244,0.00482628,0.000741866,0.0123478,0.0104435
722,593,1285,2066,2915,3763,889,975,976,1185,1372,222.76,210.192,187.913,187.034,185.891,-0.0152181,0.000434878,0.000887757,0.0144687,0.0106787
723,602,1299,2066,2925,3760,890,976,977,1169,1373,216.496,191.082,187.737,180.212,188.559,-0.0175815,0.00627098,0.000977575,0.0109879,0.0115595
724,587,1298,2067,2924,3760,889,977,976,1169,1373,227.631,200.424,187.334,179.963,188.141,-0.0139899,-0.0024731,0.000248244,0.0125287,0.0119641
725,589,1299,2069,2920,3759,888,976,976,1169,1372,226.123,192.1,186.073,182.942,188.453,-0.0146822,0.00520119,-0.000512526,0.0136172,0.0120965
726,601,1296,2067,2925,3758,889,975,976,1169,1373,216.8,204.947,186.937,180.028,188.936,-0.0171575,-0.00543501,0.00092917,0.0112351,0.0126707
727,597,1300,2067,2926,3753,889,976,976,1169,1374,222.215,200.477,187.716,178.389,190.487,-0.0159471,-0.00280686,0.000685802,0.012097,0.0139987
728,590,1300,2069,2925,3758,888,976,977,1170,1374,225.843,200.695,186.016,179.782,188.979,-0.0149312,-0.00414549,-9.67931e-05,0.0112578,0.0129248
729,588,1300,2067,2916,3761,889,977,976,1174,1372,227.049,199.397,187.186,186.199,187.458,-0.0145971,-0.00347479,0.000349771,0.0146793,0.0112013
730,595,1297,2065,2913,3763,890,976,979,1171,1373,223.882,201.762,188.922,188.487,185.488,-0.0153,-0.00134639,0.00156862,0.014555,0.0100451
731,577,1300,2070,2923,3760,889,977,977,1170,1372,233.816,198.468,185.645,181.371,187.83,-0.00948779,-0.00197598,-0.000543088,0.0118719,0.012301
732,588,1304,2067,2916,3761,888,975,978,1171,1373,227.054,197.954,186.971,186.202,187.452,-0.0140519,-0.00544186,0.00116651,0.0144361,0.0113708
733,584,1291,2066,2926,3761,887,975,975,1169,1372,228.027,204.056,187.324,179.165,188.219,-0.0147169,-0.00141017,0.000325072,0.0116315,0.0127297
734,571,1299,2067,2917,3766,889,973,975,1171,1372,235.843,195.498,187.59,185.741,183.992,-0.00615359,0.00175217,9.36118e-05,0.0141803,0.010148
