timestamp,angle_raw_2,angle_interp_2,angle_sg_2,angle_raw_1,angle_interp_1,angle_sg_1,pos_raw_2,pos_interp_2,pos_sg_2,pos_raw_1,pos_interp_1,pos_sg_1
198,-100.0,-100.0,-100.0,17.199131911145788,17.199131911145788,16.054753829122085,-100.0,-100.0,-100.0,567.7368421052631,567.7368421052631,562.6632565954889
199,-100.0,-100.0,-100.0,19.154988677928195,19.154988677928195,16.19122265344933,-100.0,-100.0,-100.0,561.85,561.85,559.0112674975554
200,-100.0,-100.0,-100.0,14.40298339082005,14.40298339082005,16.695438674268864,-100.0,-100.0,-100.0,553.6,553.6,554.9909653092036
201,-100.0,-100.0,-100.0,12.764300736963975,12.764300736963975,17.410548671393027,-100.0,-100.0,-100.0,549.7777777777778,549.7777777777778,550.8551268820648
202,-100.0,-100.0,-100.0,14.913683989737391,14.913683989737391,18.417617883957433,-100.0,-100.0,-100.0,546.0555555555555,546.0555555555555,546.9546286152819
203,-100.0,-100.0,-100.0,21.66506153425887,21.66506153425887,19.792748098291604,-100.0,-100.0,-100.0,539.4736842105262,539.4736842105262,543.3504826546033
204,-100.0,-100.0,-100.0,23.388411563169242,23.388411563169242,21.281392435333803,-100.0,-100.0,-100.0,537.45,537.45,540.3776377973622
205,-100.0,-100.0,-100.0,24.09115473997773,24.09115473997773,22.55359331369728,-100.0,-100.0,-100.0,538.3,538.3,538.4162369347229
206,-100.0,-100.0,-100.0,25.090622248569357,25.090622248569357,23.642666877820787,-100.0,-100.0,-100.0,538.7,538.7,537.5750869254614
207,-100.0,-100.0,-100.0,25.176771059597545,25.176771059597545,25.09300389389138,-100.0,-100.0,-100.0,538.65,538.65,537.3842115847718
208,-100.0,-100.0,-100.0,26.545068302035663,26.545068302035663,26.20868532395889,-100.0,-100.0,-100.0,538.7,538.7,537.3877499933876
209,-100.0,-100.0,-100.0,26.882414775616006,26.882414775616006,26.51091548228566,-100.0,-100.0,-100.0,537.55,537.55,537.8706795268745
210,-100.0,-100.0,-100.0,25.224577697654244,25.224577697654244,26.64872036470539,-100.0,-100.0,-100.0,538.3,538.3,538.5143677065998
211,-100.0,-100.0,-100.0,24.549843987012814,24.549843987012814,27.037606574582348,-100.0,-100.0,-100.0,538.8,538.8,538.7723100738301
212,-100.0,-100.0,-100.0,26.9583279478533,26.9583279478533,27.408756896659085,-100.0,-100.0,-100.0,538.1052631578948,538.1052631578948,538.6730578709246
213,-100.0,-100.0,-100.0,29.959504179093013,29.959504179093013,27.835788408594485,-100.0,-100.0,-100.0,539.0,539.0,538.656201476545
214,-100.0,-100.0,-100.0,30.334767376288024,30.334767376288024,28.735199895252407,-100.0,-100.0,-100.0,539.55,539.55,538.6687092164832
215,-100.0,-100.0,-100.0,28.21931074020608,28.21931074020608,29.539809767689,-100.0,-100.0,-100.0,539.65,539.65,538.7997666111008
216,-100.0,-100.0,-100.0,30.619042282259375,30.619042282259375,30.32506652626825,-100.0,-100.0,-100.0,538.35,538.35,538.7655878383772
217,-100.0,-100.0,-100.0,29.697384202260338,29.697384202260338,31.19918003268678,-100.0,-100.0,-100.0,538.3,538.3,538.7018290069094
218,-100.0,-100.0,-100.0,31.201530170374,31.201530170374,31.77852820684901,-100.0,-100.0,-100.0,537.75,537.75,538.7990331031228
219,-100.0,-100.0,-100.0,33.366629857173095,33.366629857173095,32.17198887505241,-100.0,-100.0,-100.0,539.1,539.1,539.0861594030355
220,-100.0,-100.0,-100.0,34.946496551068606,34.946496551068606,32.58720806303096,-100.0,-100.0,-100.0,539.0,539.0,539.0526696832609
221,-100.0,-100.0,-100.0,32.01110667676084,32.01110667676084,33.235756434255464,-100.0,-100.0,-100.0,539.4,539.4,539.1823981900483
222,-100.0,-100.0,-100.0,32.5705741530315,32.5705741530315,33.722320917451086,-100.0,-100.0,-100.0,538.3333333333333,538.3333333333333,539.3476621417828
223,-100.0,-100.0,-100.0,34.249032753873905,34.249032753873905,34.0106923761861,-100.0,-100.0,-100.0,540.45,540.45,539.341628959279
224,-100.0,-100.0,-100.0,34.31415390494254,34.31415390494254,34.2743160605728,-100.0,-100.0,-100.0,540.15,540.15,539.4412217194599
225,-100.0,-100.0,-100.0,35.33449294928144,35.33449294928144,34.56938113989313,-100.0,-100.0,-100.0,539.15,539.15,538.9646757164435
226,-100.0,-100.0,-100.0,34.83166932827831,34.83166932827831,34.78558210358583,-100.0,-100.0,-100.0,536.9,536.9,538.1472979961245
227,-100.0,-100.0,-100.0,34.98459432284824,34.98459432284824,35.097533467714655,-100.0,-100.0,-100.0,538.1,538.1,537.841103210518
228,-100.0,-100.0,-100.0,34.73674165256744,34.73674165256744,35.721726781008186,-100.0,-100.0,-100.0,536.05,536.05,536.831282051285
229,-100.0,-100.0,-100.0,36.973288237249065,36.973288237249065,36.28660956395361,-100.0,-100.0,-100.0,534.4,534.4,535.0695151906946
230,-100.0,-100.0,-100.0,36.49741797958186,36.49741797958186,37.13774700172236,-100.0,-100.0,-100.0,534.4,534.4,532.2952941176501
231,-100.0,-100.0,-100.0,38.868165676474604,38.868165676474604,38.08211942577749,-100.0,-100.0,-100.0,528.5,528.5,529.2290950226273
232,-100.0,-100.0,-100.0,37.457285998344815,37.457285998344815,39.04762653392304,-100.0,-100.0,-100.0,529.05,529.05,525.8719715578568
233,-100.0,-100.0,-100.0,39.12969168830386,39.12969168830386,39.92328769843582,-100.0,-100.0,-100.0,526.952380952381,526.952380952381,522.1726696832609
234,-100.0,-100.0,-100.0,41.66282350498826,41.66282350498826,40.90175417232043,-100.0,-100.0,-100.0,515.35,515.35,518.1772376642994
235,-100.0,-100.0,-100.0,43.43495041172112,43.43495041172112,41.87224695402014,-100.0,-100.0,-100.0,511.3,511.3,514.6697414350384
