timestamp,angle_raw_2,angle_interp_2,angle_sg_2,angle_raw_1,angle_interp_1,angle_sg_1,pos_raw_2,pos_interp_2,pos_sg_2,pos_raw_1,pos_interp_1,pos_sg_1
176,-100.0,-100.0,-100.0,29.17467603277657,29.17467603277657,29.224409287203574,-100.0,-100.0,-100.0,563.9047619047619,563.9047619047619,553.351333764278
177,-100.0,-100.0,-100.0,21.467050549289027,21.467050549289027,29.77856258832773,-100.0,-100.0,-100.0,552.4,552.4,542.9622516699017
178,-100.0,-100.0,-100.0,30.511804265191703,30.511804265191703,30.56887908464,-100.0,-100.0,-100.0,533.4285714285714,533.4285714285714,530.1463779357928
179,-100.0,-100.0,-100.0,34.870710258996134,34.870710258996134,31.539315853306938,-100.0,-100.0,-100.0,516.2857142857143,516.2857142857143,516.0554298642562
180,-100.0,-100.0,-100.0,32.75334152074476,32.75334152074476,32.05974815302258,-100.0,-100.0,-100.0,497.0952380952381,497.0952380952381,501.4823529411792
181,-100.0,-100.0,-100.0,35.184251245438226,35.184251245438226,32.31390903311612,-100.0,-100.0,-100.0,481.95000000000005,481.95000000000005,487.17656755009966
182,-100.0,-100.0,-100.0,35.31761229814691,35.31761229814691,32.5713841386024,-100.0,-100.0,-100.0,468.4761904761905,468.4761904761905,474.1968627451007
183,-100.0,-100.0,-100.0,30.094821369089086,30.094821369089086,32.659128309074845,-100.0,-100.0,-100.0,454.8571428571429,454.8571428571429,463.24893126481624
184,-100.0,-100.0,-100.0,33.08410388003854,33.08410388003854,32.321918474240505,-100.0,-100.0,-100.0,453.79999999999995,453.79999999999995,455.84608705020725
185,-100.0,-100.0,-100.0,30.947999862276525,30.947999862276525,30.99395073713583,-100.0,-100.0,-100.0,453.20000000000005,453.20000000000005,450.7020965309225
186,-100.0,-100.0,-100.0,27.32454187148648,27.32454187148648,30.694303864553227,-100.0,-100.0,-100.0,449.9,449.9,447.3482396035362
187,-100.0,-100.0,-100.0,29.38095351462873,29.38095351462873,29.887379449197013,-100.0,-100.0,-100.0,446.80952380952385,446.80952380952385,445.088866623575
188,-100.0,-100.0,-100.0,30.78535334890437,30.78535334890437,28.917951242583726,-100.0,-100.0,-100.0,445.1428571428571,445.1428571428571,443.4917431588044
189,-100.0,-100.0,-100.0,29.514510576359484,29.514510576359484,29.075459356419486,-100.0,-100.0,-100.0,442.1,442.1,441.9370178840792
190,-100.0,-100.0,-100.0,29.429608173975573,29.429608173975573,29.797361571311704,-100.0,-100.0,-100.0,441.75,441.75,440.0163757810841
191,-100.0,-100.0,-100.0,32.84604540085998,32.84604540085998,30.64755848215824,-100.0,-100.0,-100.0,435.2857142857142,435.2857142857142,437.16285479226894
192,-100.0,-100.0,-100.0,31.97358141629078,31.97358141629078,32.13609547920491,-100.0,-100.0,-100.0,434.75,434.75,433.76244304715135
193,-100.0,-100.0,-100.0,25.760860526937442,25.760860526937442,33.698940682072006,-100.0,-100.0,-100.0,429.71428571428567,429.71428571428567,429.97485847486087
194,-100.0,-100.0,-100.0,35.44318371392301,35.44318371392301,35.37853027292399,-100.0,-100.0,-100.0,428.33333333333326,428.33333333333326,426.09335252982544
195,-100.0,-100.0,-100.0,40.96553798526327,40.96553798526327,36.84888479004147,-100.0,-100.0,-100.0,422.5238095238095,422.5238095238095,422.41802785450074
196,-100.0,-100.0,-100.0,39.36362599675458,39.36362599675458,39.068360932969114,-100.0,-100.0,-100.0,418.95238095238096,418.95238095238096,418.6248817848841
197,-100.0,-100.0,-100.0,41.485627961013144,41.485627961013144,39.69737697471974,-100.0,-100.0,-100.0,414.5238095238095,414.5238095238095,414.7891559420994
198,-100.0,-100.0,-100.0,40.65725375952114,40.65725375952114,41.579033115505624,-100.0,-100.0,-100.0,407.5454545454545,407.5454545454545,411.222304166424
199,-100.0,-100.0,-100.0,41.53894842218199,41.53894842218199,41.9995026633306,-100.0,-100.0,-100.0,406.0,406.0,407.58430001371397
200,-100.0,-100.0,-100.0,42.99559092492085,42.99559092492085,40.390360072102574,-100.0,-100.0,-100.0,406.71428571428567,406.71428571428567,404.34354469060577
201,-100.0,-100.0,-100.0,38.73566081973399,38.73566081973399,39.53655008815958,-100.0,-100.0,-100.0,404.04761904761904,404.04761904761904,401.2907751072479
202,-100.0,-100.0,-100.0,41.1919110031471,41.1919110031471,37.026524356570015,-100.0,-100.0,-100.0,397.68181818181813,397.68181818181813,398.7908005719792
203,-100.0,-100.0,-100.0,31.617367626983892,31.617367626983892,37.06072697399576,-100.0,-100.0,-100.0,395.9047619047619,395.9047619047619,396.6126751679715
204,-100.0,-100.0,-100.0,41.97673170024274,41.97673170024274,33.84116570351302,-100.0,-100.0,-100.0,393.3636363636364,393.3636363636364,394.7063364086915
205,-100.0,-100.0,-100.0,21.52635271856291,21.52635271856291,31.963999160437538,-100.0,-100.0,-100.0,392.57142857142856,392.57142857142856,392.8395110771603
206,-100.0,-100.0,-100.0,27.65763923282105,27.65763923282105,32.28481475532793,-100.0,-100.0,-100.0,389.80952380952385,389.80952380952385,390.4493267516819
207,-100.0,-100.0,-100.0,43.274460174584796,43.274460174584796,30.969550338994303,-100.0,-100.0,-100.0,389.0,389.0,387.7653695324305
208,-100.0,-100.0,-100.0,21.69121359161968,21.69121359161968,30.748942275639706,-100.0,-100.0,-100.0,386.9,386.9,385.5384454760947
209,-100.0,-100.0,-100.0,39.24516681389275,39.24516681389275,30.107346242590733,-100.0,-100.0,-100.0,385.42857142857144,385.42857142857144,383.68003525886087
210,-100.0,-100.0,-100.0,14.834183225775863,14.834183225775863,30.740417837185106,-100.0,-100.0,-100.0,381.29999999999995,381.29999999999995,381.5472190554565
211,-100.0,-100.0,-100.0,43.77493082843494,43.77493082843494,30.81259625950831,-100.0,-100.0,-100.0,378.0,378.0,379.3956177156198
212,-100.0,-100.0,-100.0,40.62982186178618,40.62982186178618,33.09922947579609,-100.0,-100.0,-100.0,374.95238095238096,374.95238095238096,376.9073311002744
213,-100.0,-100.0,-100.0,18.702576918033444,18.702576918033444,32.75222943318147,-100.0,-100.0,-100.0,372.7619047619048,372.7619047619048,374.5319231748664
214,-100.0,-100.0,-100.0,35.3798774049439,35.3798774049439,32.68386387364791,-100.0,-100.0,-100.0,373.6190476190476,373.6190476190476,371.86675598911097
215,-100.0,-100.0,-100.0,32.17280203900586,32.17280203900586,34.80075535874698,-100.0,-100.0,-100.0,371.7619047619048,371.7619047619048,369.53703179173976
216,-100.0,-100.0,-100.0,38.92850605333282,38.92850605333282,34.64881540005963,-100.0,-100.0,-100.0,367.9090909090909,367.9090909090909,367.1175372794319
217,-100.0,-100.0,-100.0,37.211527246469295,37.211527246469295,37.04741639775433,-100.0,-100.0,-100.0,364.27272727272725,364.27272727272725,364.6825808036826
218,-100.0,-100.0,-100.0,39.12060562035381,39.12060562035381,36.41228257186975,-100.0,-100.0,-100.0,360.68181818181813,360.68181818181813,362.108389002304
219,-100.0,-100.0,-100.0,32.480787609193385,32.480787609193385,38.55641017535451,-100.0,-100.0,-100.0,359.45000000000005,359.45000000000005,359.22528723620997
220,-100.0,-100.0,-100.0,38.88163634906177,38.88163634906177,38.96651273717364,-100.0,-100.0,-100.0,356.0,356.0,356.2661520406297
221,-100.0,-100.0,-100.0,40.43211792926273,40.43211792926273,37.24742926910133,-100.0,-100.0,-100.0,355.0,355.0,353.360028879903
