timestamp,angle_raw_3,angle_interp_3,angle_sg_3,angle_raw_2,angle_interp_2,angle_sg_2,angle_raw_1,angle_interp_1,angle_sg_1,pos_raw_3,pos_interp_3,pos_sg_3,pos_raw_2,pos_interp_2,pos_sg_2,pos_raw_1,pos_interp_1,pos_sg_1
201,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,27.10957913058354,27.10957913058354,27.10957913058354,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
202,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,30.874922726242986,30.874922726242986,30.874922726242986,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
203,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,27.475621002735753,27.475621002735753,27.475621002735753,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
204,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.878285107333703,19.878285107333703,19.878285107333703,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
205,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,15.082481245231294,15.082481245231294,15.082481245231294,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
206,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,21.665171303217708,21.665171303217708,21.665171303217708,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
207,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,24.20463800531221,24.20463800531221,24.20463800531221,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
208,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.41197130669479,18.41197130669479,18.41197130669479,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
209,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.35403500983823,20.35403500983823,20.35403500983823,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
210,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.33913561029222,18.33913561029222,18.33913561029222,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
211,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12.738748669086572,12.738748669086572,12.738748669086572,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
212,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,15.878525524311518,15.878525524311518,15.878525524311518,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
213,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9.53760919643617,9.53760919643617,9.53760919643617,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
214,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8.56148010938426,8.56148010938426,8.56148010938426,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
215,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.044090272637204,6.044090272637204,6.044090272637204,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
216,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.280888590620432,7.280888590620432,7.280888590620432,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
217,-100.0,-100.0,-100.0,0.3414999705764962,0.3414999705764962,0.3414999705764962,35.41302114109344,35.41302114109344,35.41302114109344,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
218,-100.0,-100.0,-100.0,10.862806471188188,10.862806471188188,10.862806471188188,38.355366049468955,38.355366049468955,38.355366049468955,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
